image_path,image_name,raw_text,sugar_g,calories_kcal,fat_g,protein_g,sodium_mg
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image45_jpeg.rf.76a7582354a9d8ebe6f53cc7c51972cf.jpg,image45_jpeg.rf.76a7582354a9d8ebe6f53cc7c51972cf.jpg,"edients:
9
ulsiher,Synthetic Flavour (Contain Antioxidant Tocopherol
Antior
SequestrantEDTANatural Colouring Beta-carotene
40800（ContalnAntioxidantTocopherol)
ain allergen,see ingredient listinbold
INFORMASINILAI GIZI
Bahan A:
rakaranSaji9g
110gramGulapasir
22sajianperkemasan
7.5gram Ragiinstant
5gram
Breadimprover
JUMLAHPERSAJIAN
60kkal
15gram
Susububuk
Energi Total
60kkal
Bahan B:
Energi dari lemak
1butir
Telur
%AKG*
50gram
Susicair
7g
11%
200gram
Atr
LemakTotal
2.5g
Bahan C:
LemakTidakJenuhTunggal
0.5g
150gram
ALPALMU
LemakTidakJenuh Ganda
5%
6gram
Garar
Asam Linoleat
614mg
60
ua'onolesan:
LemakTrans
100
Susu evaporasi
Kolesterol
omg
0%
50gram
4g
19%
Babyn saus
LemakJenuh
0g
0%
200gram
250m
Daginggiling
Protein
og
0%
Saustomat
Karbohidrat Total
og
0%
100gram
Saus sambal
Gula
75mg
59%
50ml
Air
1sdt
1sdt
Bayfeafkering
Garam (natrium)
159
4%
ng
itaminA
10%
Vaouah
VitaminR
NtaminE
8%
75
696
upnya Garam.gula pasir
itarrinB1
10%
Niasin
69%
-00!
ersajian",22.0,60.0,2.5,0.0,159.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image46_jpeg.rf.1ce1b368558604581aebc6eb5bcba347.jpg,image46_jpeg.rf.1ce1b368558604581aebc6eb5bcba347.jpg,"Quality
SPECIALISTIN SAUCE
BONARA
Komposisi:
INFORMASI NILAIGIZI
Air,KrimerNaba
Takaran saji25g
Beta-Karoten14
7SajianperKemasan
ButtermilkFb
JUMLAHPER SAJIAN
(mengaruna
Energltotal
30kkal
alani Beta Xarote
Energi dari lemak
15kkal
Energi dari lemakjenuh
10kkal
Rasa (Mononatrit
%AKG*
Guanilat),Ekstral
emaktotal
1.5g
2%
Ingredien
Kolesterol
5mg
2%
Water,NonDairy
Lemak trans
0g
Beta-CarotenesCl
amakjenuh
Protein
1.5g
1g
6%
1%
ButtermilkPowder
Carbohidrattotal
oula
3g
1%
soy,antioxidantT
1g
C175130),alt,i
270mg
18%
Glutamate,Disodi
XanthanGum.
Mengandungal
dicetaktebal.
Containsallercns,
E
25
Simpandalaniem
2
SARANPENYAJIAN
AonteFoods,Inc.(USA)
Bahan:
1.1pouch180gDELA
2.100-200gMieSpagl
(mentah/belumdire
CaraMembuatMie/Sp
Rebusmiehinggamata
CARBONARAdan aduk",,,0.0,1.5,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image47_jpeg.rf.2be6dcdda61950a092586aaa29b77cb3.jpg,image47_jpeg.rf.2be6dcdda61950a092586aaa29b77cb3.jpg,"BDPRAKAS
Perpaduanbumbudanrempah
pilihanyang dikeringkanuntuk
membuatSotoAyamyanglezat
-liter
500g
50g
Mudah digunakan untukmasakan
50g
ri-hari.
50g
1butir
secukupnya
secukupnya
1bungkus
INFORMASI NILAIGIZI
Besee
TERLEBIH DAHULU)
5 SajianperKemasan
JUMLAHPERSAJIAN
EnergiTotal
5kkal
hkan air,masukkan daging ayan
Energidarilemak
Okkal
Sajitu Bumbu SotoAyam,lalu
Energidarilemakjenuh
Okkal
shingga ayam empuk.Angk
%AKG*
can.
Lemak Jenuh
LemakTotal
60
0%
Protein
og
0%
Karbohidrat Total
og
0%
Gula
og
1g
%0
Garam(natrium)
800mg
%25
PersenAKGberdasarkan
energi2150kkalKebutuhanenergianda
kebutuhan
mungkinlebihtinggiataulebihrendah.
m dengankuah sotopanas.
kan dengan taburan bawang
eng dan seledri sesuai selera.
KOMPOSISI:
Garam,
penguat
rasa
monona rium
SEPENAKLAINNYA
purumami.com
rasa
dinatrium
5
ribonukleotida
(1.5%)),gula,daun salam,daunjeruk
EatWell,L
Weil
yang dicetak tebal.
084040
CAJINOMOTO
0800-1-886688
www.ajinomoto.
020626C
AINOMOTO CO.INC.TOKYO,JAPAN",1.0,,60.0,0.0,800.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image48_jpeg.rf.ad9dca8a01a10b73446299770946d239.jpg,image48_jpeg.rf.ad9dca8a01a10b73446299770946d239.jpg,"Carbonara
ata,
hkandagingasapdanirig
NUTRITIONINFORMATION
INFORMASINILAIGIZI/
TaaranSall/ServingSize:79g
JUMLAHPERSAJIAN/AMOUNTPERSERVING
150kcal/
100kk/
50kal/
kcal
XPKG-/%DV""
makTotal/TotalFat
11g
%91
Len
10mg
24%
27%
Protein
4%
KarbohidratTotal/TotalCarbohydrate
%E
2g
%9
Garam(Natrim）/Salt(Sodum)
1000mg
3C
66%",,,,4.0,1000.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image49_jpeg.rf.20dd9f50bded150f1c442ae6f6a10552.jpg,image49_jpeg.rf.20dd9f50bded150f1c442ae6f6a10552.jpg,"Energy /Energi
615ki/45kcal
Protein/ Protein
3.9 g
100grams
Carbohydrate/Karbohidrat
65
Nutrisi per
Fat / Lemak
6s0
angdisajikan",,615.0,6.0,3.9,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image4_jpeg.rf.701eae74f228e138fb5f74145f1e5b08.jpg,image4_jpeg.rf.701eae74f228e138fb5f74145f1e5b08.jpg,"INFORMASINILAI GIZI
Honey Stars+
Pefunjuk
Honey Stars
Susu DANCOW
Takaran saji:1 cup
(B02)
(30g)
Sajian perkemasan:1
JUMLAHPER SAJIAN
70kkal
120kkal
Energi darilemak
Okkal
30kkal
%AKG
3.5g
%AKG
Lemak total
0.5g
1%
%9
Lemakjenuh
60
0%
29
9%
Kolesterol
6w0
%0
5mg
2%
Protein
1g
2%
29
%
Dapat
angGandum
Karbohidrat total
16g
5%
20g
6%
Seratpangan
4%
1g
3%
2%,1Mineral,
1g
Gula
5g
99
Garam (natrium)
25mg
2%
buu09
4%
tan Pewana
n Nengandung
383%
Vitamin B2(Riboffavin)
15%
25%
Vitamin B3(Niasin)
20%
20%
p
VitaminB5(AsamPantotenat)
20%
30%
15%
eled
VitaminB6（Piridoksin）
Vitamin B9(AsamFolat)
25%
8%
15%
10%
Kalsium
10%
ZatBesi
10%
15%
ansusu
NUTRITIONALCOMPASS
epui",5.0,,0.5,1.0,25.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image50_jpeg.rf.7d1aca529b46e2ccf89c39ebf3490c8d.jpg,image50_jpeg.rf.7d1aca529b46e2ccf89c39ebf3490c8d.jpg,"l.amat),
Rasa(Mon natriur
ok Wjen MengaUig Antioksidan
arnaAlami
（GomXnthan),
Sekuestran
sawet(umSorbal
DTA)
nhat daftarbahanyangcetaktebal
mpanan
srarmatahar
INFORMASINILAIGIZZI
tiskan setelah
2 Sajian perKemasan
Takaran Saji
:25ml
JUMLAHPERSAJIAN
Energi Total
Energidari Lemak
100kkal
CRPORATIONJAPAN
Energldari LemakJenuh
80kkal
15kkal
PTE
IDONESIA
Leniak Total
LenakJenuh
9g
%AKG'
Protein
1.5g
13%
hdonesia
Karbohidrat Total
19
%L
Gula
4g
1%
Garam(natrium)
4g
1%
260mg
17%
nergl2150kkal",4.0,100.0,100.0,1.5,4.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image51_jpeg.rf.081898e02628fbab2c3733caf9016887.jpg,image51_jpeg.rf.081898e02628fbab2c3733caf9016887.jpg,"Maestro
INFORMASINILAIGIZI
Takaran saj20g
SSajianperKemsasan
JUMLAHPERSAJIUAN
Energitotal
soktal
Energidarilem
15keM
35kal
4g
%AKG*
maktotal
Koiesterol
3mg
6%
0g
1%
1.5g
50
0%
8%
Gula
idrattotal
3g
29
1%
m(Natrium)
140mg
9%
Shfnggesyehtndh
no2150kl
Pe
anseluruhkeluarga.MaestroThousand Islanddapatdigur
wrueseepuesaposnesueppeiesepeduendueosnes
ThedelidiousMoestroThousand Islandisincreasing the taste ofyour
uaan
MoestroThousand Islandcanbeusedassaladdressing mixe
andalsoassmearsauceforsandwich.
Komposisi/Composition:",3.0,,,,140.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image52_jpeg.rf.e452140d2c2794877b093150c116c051.jpg,image52_jpeg.rf.e452140d2c2794877b093150c116c051.jpg,"16:02
200426
240725B
Baikdigunakan sebelum:
Kode Produksi:
BPOMRI
daftar bahan yang
bawang putih,
oresin),pengawet
%07
namat perisa alami
6E
%1
6
ns wee aa
%0
60
KarbohldratTotal
dl-alfa tokoferoll),
%8
LemakJenuh
ida)cabalbawang
(esao)euloug-oe
39%
10g
(gebaealouesy
15%
LemakTotal
sintetik (cabai,
%AAG""
ipatifosfat,gom
15kkal
Energidarilemakjenuh
uning telur（2.4%)
Energidarilemak
unueu heozuag
JUMLAHPERSAJIAN
EnergiTotal
ee bunpuebuau
5SajlanperKemasan
askorbll palmitat),air,
Takaran sajl20g
INFORMASINILAIGIZI
bunpuebuaw)
0203
ES",,,2.4,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image53_jpeg.rf.9d617ed9b25111bef0a363a97c1b2db6.jpg,image53_jpeg.rf.9d617ed9b25111bef0a363a97c1b2db6.jpg,"Maostro
Thusand
Island
salad dressing
Komposisi:
INFORMASINILAIGIZI
Air,MinyakNabati,Gula
Takaran saji20ml
12 SajianperKemasan
Acar(mengandungSeledn),
JUMLAHPERSAJIAN
Energi total
50kkal
Pengental Nabati,Garam,PastaTomat
Energidarlemak
35kkal
Energldar lemakjenuh
15kkal
KuningTelur,PengaturKeasaman.
%AKG*
6%
Pengental(GomXanthan）,Bumbu
Lemaktotal
3mg
4g
Kolesteral
196
Pengawet Natrium Benzoat.
Lemaktrans
1.5g
og
8%
Sekuestran.
Lemakjenuh
Protein
og
1%
0%
Karbohidrat total
6E
Mengaung alergen,
Gula
2g
lihatd-
bahanyang dicetak tebal
Garam (Natrium)
140mg
9%
AGskankebuthanenerg210kk
Laya""
onsumen(021）8717680
vls!
uasite:
wwo
dang per
口",2.0,50.0,1.5,1.0,140.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image54_jpeg.rf.6e3e584c90535de91492ef490e9631bb.jpg,image54_jpeg.rf.6e3e584c90535de91492ef490e9631bb.jpg,"ORMASI NILAI GIZI
Talaran Sajl:9g
22 Sajian per kemasan
JUMLAH SAJIAN:
EnarglTotal:
Energidarilemak
70 kical
Energi dar lemakjenuh
70kkal
IePSE
malTotal
%AKG
Omega6
719mg
7g
1196
LemakTrans
Dmega3
8.6mg
Kolesterol
Omg
Og
LamakJenuh
3.5g
18%
Protoin
Karbohldrat Total
0g
096
Gule
Og
0g
0%
70mg
8
Vitanin danMineral
4.596
VitaminA
VitaminD
1596
PenenAKG bendasarkankebutuhon
eneng210klKebtn
mungkinlebihtinggi/lebihrendah
ASR.M
TBHO,
ndung
aidan",,,70.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image55_jpeg.rf.46401e16fb22929342394036e5e92a81.jpg,image55_jpeg.rf.46401e16fb22929342394036e5e92a81.jpg,"Alaml
mEDTA),MinyakAtsiriMusta.
Dinatri
gen,lihatdaftarbahanyang
etaktebal.
ngandung al
Me
gunakan TelurPasteurisasi
etunjuk Penylmpanan
Simpan litempat yangkeringdarsejuk
Jauhkan dari sinarmatahari langsung.
sebelun dibuka.
Lepaskainsegelaluminiumterlebihdahulu
sebelum cigunakan.
Simpandalamlemariesdansebaiknya
dihabiskardalamwaktu1bulansetelah
dibuka.
Jangan dit ekukan.
INFORMASINILAIGIZI
Takaran Sajl
10Sajan perKemasan
：15g
JUMLAHPERSAJIAN
EnergiTotal
Energidari LemakJenuh
Energidar Lemak
60kkal
40kkal
LemakTotal
5kkal
Protein
4.5g
19
%L
4%
am(natrium)
0%
130mg
39
1%
%6
NKV
al Oloh
PIEINDONESIA
BPOMRI
530.Indonesia
NDONESIA",,,60.0,4.5,0.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image56_jpeg.rf.8de6ec290444e3c98bc359dff0d6e832.jpg,image56_jpeg.rf.8de6ec290444e3c98bc359dff0d6e832.jpg,"Maestro
AKEJU
BlueCheese
salag dressing
INFORMASINILAIGIZI
Takaransaji20mL
Komposisi:
12SajianperKemasan
JUMLAHPERSAJIAN
Air,inyakNabati,Gula
Energitotal
60kkal
Energidari Lemak
45kkal
Keju5%,Garam,Pengen
Energidarilemakjenuh
10kkal
%AKG*
Nabati,Kuning Telur,Pe
Lemaktotal
5g
%
Keasaman,Pengental Go
Kolesterol
Lemakjenuh
Lemaktrans
1.59
Perisa SintetikKeju(meng
Protein'
Karbohidrat total
60
1%
pewarnaalamiKaramel l)
Gula
Garam(Natrium)
160mg
1g
11%
Natrium BenzoatBumbu
PeenAkGberdasarkankebutuhanenergi2150kkal
Keuthneendmunginbingatulendh
Mengandung alerenlihat
KnusGaleb50gramumlebhar20im
bahanyang dicouktebal.
ipeskeesnrnganug
co.id
visitourwebsite:www.lasallefo
811998888461766",60.0,,5.0,60.0,160.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image57_jpeg.rf.77c57224f37f5fe4c86a8271d97c690f.jpg,image57_jpeg.rf.77c57224f37f5fe4c86a8271d97c690f.jpg,"S1
g
eaaoy
O'Food
%92s6
Garam(Natrium)/Salt(Sodium)
(uolns)eng
souopuyBunBy
KarbohidratTotal（Totol Carbohydrate)1g
DAESANG
%080
Protein (Protein)
Lemak jenuh(Soturoted Fat)
Lemak Trans(Trans Fot)
%1
4mg
Kolesterol(Cholesteroh)
13g20%
Lemak Total(Total For)
%AKG(%DV)*
endapatkankualitas
kulkas.Jauhkan dari
edelai,kacangpohon.
130kkal/Cal
Energi Total(Total Colories)
nyangdicetaktebal.
ngPengawetSulfit.
Takaran saji(Serving size）20g
bat,Perisa Alami,
(NUTRITIONFACTS)
RasaMononatrium
INFORMASINILAIGIZI
Gula,Penstabil
menurutselera.
Telur,Tomat,ataubahanlain
MayonaisMamaSuka,Selada,
eynse
Bahan isi yang digunakan
Fries dengan
Sandwich
Fries",,,1.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image58_jpeg.rf.69136d31f9c2a5917eaf52ab57f971ad.jpg,image58_jpeg.rf.69136d31f9c2a5917eaf52ab57f971ad.jpg,"SINILAIGIZI
Takaran saji
20g
Jumlahsajianperkemasan
±11
JUMLAHPERSAJIAN
Energi Total
90kkal
Energi dari Lemak
30kkal
3.5g
9%AKG
3.5g
18%
5%
KarbohidratTotal
159
60
0%
Gula
139
596
Natrium
15g
1%
rendah.",139.0,90.0,30.0,,15.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image59_jpeg.rf.285835521674fef4b16d96e0a776b696.jpg,image59_jpeg.rf.285835521674fef4b16d96e0a776b696.jpg,"cedby:
ERBANG
INFORMASINILAIGIZI/NUTRITIONFACTS
nesia
Takaransaj/Serving size
1Takaransaperkemasan/Servingpercontainer
:67.0g
JUMLAHPERSAJIAN/AMOUNTPERSERVING
EnergiTotal/TotalEnergy
Energidar lemak/EnergyfromFat
250kka
20kkal
40kkal
15301
LemakTotal/TotalFat
LemakJenuh/SaturatedFat
%DailyValue
%AKG
Protein/Proteln
4.5g
Karbohidrattotal/Total Carbohydrate
2g
7%
Gula/TotalSugar
B6
10%
belum/Bestbefore:
Natrium/Sodium
45g
14
%
oductionCode:
PersenAKGberdasarkankebutuhanenergi2150kkal.Kebutuhan
B
14%
esanini)
950mg
63%
yaluesmaybehigherorlowerdependingonyourcalorieneeds.
bumgag bmimy bmng",6.0,250.0,250.0,4.5,45.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image5_jpeg.rf.767d26247b66e029ec87081188951b7e.jpg,image5_jpeg.rf.767d26247b66e029ec87081188951b7e.jpg,"Malt (Barli）,1 Mineral,Minyak Nabati,Garam
Penstabil,Perisa Alami,Antioksidan Tokoferol
Canguran Pekat,Premiks Vitamin dan Mineral.
Mengandung alergen,lihat daftar bahan yang
dicetak tebal.
Dapat mengandung tree nuts dan susu.
INFORMASINILAI GIZI
Takaran saji:30 g (1 cup)
Sajian per Kemasan:10
JUMLAHPERSAJIAN
Energi Total
110kkal
Energi dari lemak
5kal
%AKG*
Lemaktotal
1g
1%
Lemak jenuh
0g
0%
Protein
2g
4%
Karbohidrat total
24g
7%
Serat pangan
1g
5%
Gula
8g
Garam (natrium)
55mg
4%
Vitamin danmineral
Vitamin B2(Riboflavin)
25%
Vitamin B3(Niasin)
30%
Vitamin B5(AsamPantotenat)
25%
Vitamin B6(Piridoksin)
35%
Vitamin B9(Asam Folat)
10%
Kalsium
15%
ZatBesi
15%
PersenAKG berdasarkankebutuhanenergi2150kkal.
Kebutuhanenergi Andamungkin lebih tinggataulebihrendah.
RE012397
www.nestle.co.id
0-80018-21028
@nestlebreakfastcerealsid
fnestle breakfastcereals indonesia
NUTRITIONALCOMPASS",8.0,110.0,1.0,2.0,55.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image60_jpeg.rf.9ea12a6883d5e9c7d95c38240b80ab7b.jpg,image60_jpeg.rf.9ea12a6883d5e9c7d95c38240b80ab7b.jpg,"INFORMASINILAIGIZI
Takaran Sajl:70g
1Sajian perKemasan
JUMLAHPERSAJIAN
270kkal
Energi Total
45kkal
a/Vi
Energi dari Lemak
%AKG*
5g
%L
LemakTotal
2.5g
12%
LemakJenuh
4g
7%
Protein
51g
16%
Karbohidrat Total
Gula
1090mg
4g
73%
Garam(Natrium)
Kebutuhanenerglndmungkinlebtinggiotoulebhrendh
*PersenAKGberdasorkankebutuhanenergl21sokkol
Kwetiaun4
MononatriumGiutamat,danPenstabll Nabatl.
EIN)",1090.0,45.0,5.0,51.0,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image61_jpeg.rf.5ba2615c2ba26b20447163088db15108.jpg,image61_jpeg.rf.5ba2615c2ba26b20447163088db15108.jpg,"INFORMASINILAIGIZI
Takaran Saji
6Sajian perKemasan
35
JUMLAHPERSAJIAN
EnergiTotal
140kkal
Energidari lemak
30kkal
Energidarilemakjenuh
5kkal
%AKG*
LemakTotal
3.5g
%9
Lemak trans
og
Kolesterol
omg
LenakTidakJenuhTunggal
0%
爱
1.5g
LemakTidakJenuhGanda
1g
Lemak Jenuh
0.5g
3%
Protein
4g
7%
KarbohidratTotal
24g
7%
Serat pangan
3g
11%
Serat pangan lanut
19
ke:
Tar
2g
(br
Gula
0g
omg
Garam(Natilum)
0%
Vitamin danMineral
ZatBesi
6%
uFat
->100%
OATUTUH
AUSTRALIA",0.0,,3.5,4.0,0.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image62_jpeg.rf.921d53e13f513dd1bd63b8fb5b5f2a5f.jpg,image62_jpeg.rf.921d53e13f513dd1bd63b8fb5b5f2a5f.jpg,"sli
INFORMASI NILAI GIZH/NUTRITION FACT
,Bji
TakaranSaji/Serving Size
45gr
eCrispy.
±11 JumlahSajiperKemasan/ServingperPack
Pa
JUMLAHPERSAJIAN/AMOUNTPERSERVING
Crispy.
EnergiTotal/Total Energy
170kkal
Energidari Lemak/CaloriesfromFat
25kkal
LemakTotal/Fat
3g
49%
LemakJenuh/SaturatedFat
0.5g
3%
Protein/Protein
39
596
,dan
KarbohidratTotal/TotalCarbohydrate
33g
10%
sung.
Cula Total
99
awayfrom
Garam(Natrium)
20mg
796
PersenAKGberdasarkankebutuhanenerg 2iso kkat Kebutuhanenerg
Andamungkinlebih tinggiataulebihrendah
Percent Daiy voluesare based ona2iso kcol dietyeurobouesmce
higherorlower.
26",,170.0,3.0,39.0,20.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image63_jpeg.rf.fa0d88d08fc4cfd4bfaec2b8b767e478.jpg,image63_jpeg.rf.fa0d88d08fc4cfd4bfaec2b8b767e478.jpg,"JUMLAHPERSAJIAN%AKG
JUMLAHPERSAJIAN%AKG
INFORMASI
Lemaktotal
24g
36%
Karbohidrat total71g22%
WINGSFOO
NILAIGIZI
Kolesterol
0mg
0%
Serat pangan
8g27%
Lemak jenuh
11g
53%
Gulatotal
6g
Diproduksi oleh
Takaran saji1bungkus（115g)
Protein
12g
20%
Garam(Natrium）1180mg79%
PTKARUNIA
1SajanperKemasan
10%
Gresik61151-
Energitotal550kkal
VtaminB3
Energidarilemak220kkal
Vlamin 9
25%
Pebnkebiblen
BPOMRI
可品
LAYANANKONSUMEN
P.O.BOXWINGSFOODSE60012
Surabaya-Indonesie
0-800-18-818P
031-5325005
811998866112
2",6.0,,24.0,12.0,1180.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image65_jpeg.rf.e8a0bdb5794ed0038d9d80c565742033.jpg,image65_jpeg.rf.e8a0bdb5794ed0038d9d80c565742033.jpg,"korbat(VitaminC)）TelrBubuk（001%）EkstrakMalt（001%）
amin
angandung aleraet
lihatdaftarbahanyangdicetaktebal.
gredients:
NonDairyCreamer WheatFlour（13.77%）
(8.9%)
)CocoaPowder(4.77%），Com,Oats（1.7%）
BonateSalmusife（Sycitin（322）Vimin
B1，B2,B6,FolicAcid,B12,D,and E）.Sodium
CO
bate,EggPowder(0.01%),MaltPowder(0.01%）.
ergeninformaton:ontains GlutnMilk,oyg.
INFORMASI NILAI GIZI/NUTRITIONFACTS
TakaranSaj/ServingSize:35g（1bungkus/1 sachet)
10SajanperKemasan/ServingsperContainer
JUMLAHPERSAJIAN/AMOUNTPERSERVING
EnergiTotal/TotalEnergy
Energidari Lemak/EnergyfromFat
150kal/kcal
30kkal/kcal
LemakTotal/TotalFat
%AKG'%DV
KolesterolCholesterol
5%
OLAT
LemakJenuh/SaturatedFat
mg
%0
Protein/Protein
KarbohidratTotal
3%
Total Carbohydrate
SeratPangan/DietaryFiber
28216
Garam(Natrium)/Salt(Sodium)
Gula/Sug
210
mg.
14%
VlaminAVilaminA
Vitamin CVitamin C
VitaminB1/VitaminB1
itamin
@energen_id
MAYORA
nutrition",210.0,150.0,150.0,3.0,210.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image66_jpeg.rf.c4d41dc7e3009e12dd05dcf5cc1d61ed.jpg,image66_jpeg.rf.c4d41dc7e3009e12dd05dcf5cc1d61ed.jpg,"Mengandungalergenihatdaftarbahanyangdicetak tbl
DalnyCreamer,WheatFlour(14.5%)Mik
Ingredients:Sugar
Powder(9.18%
1.78%).Calcium Carbonate，Salt,
Vitamin Premix（A,B1.B2,B6
Ad,B
ESodum Ascorbate (Vitamin C),Vanili
AllergenmtonontinGlunMiy
INFORMASI NILAI GIZI/NUTRITION FACTS
Takaran Saj/ServingSize:34g(1bungku/1 sachot)
10 SajanperKemasa/ServingsperContainer
JUMLAHPERSAJIANAMOUNTPER SERVING
EnergiTotal/Total Energy
150kkal/kcal
Energldari Lemak/Enorgy fromFat
35.kkal/kcal
4g
MAKG'
Lemak TotalTotal Fat
Kolesterol/Cholesterol
2mg
LomakJonuh/Saturatod Fat
Protein/Protoin
3%
KarbohidralTotall
Total Carbohydrate
279
8%
SeratPangan/Dietary Fibet
Garam(Natrium)/Salt(Sodium)
Gula/Su
105mg
7%
amindanMinoralVitaminandMineral
aminA
B1
Zi8
@energen_id
MAYORA
nutrition",9.18,150.0,35.0,3.0,105.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image67_jpeg.rf.2834decc3cc34ce6cb0d0bfb9acdcb76.jpg,image67_jpeg.rf.2834decc3cc34ce6cb0d0bfb9acdcb76.jpg,"INFORMASINILAIGIZINUTRITIONFACTS
11alanpeSngperCer
TaSeingSuo
32
JUMLAHPERSAJIANIServinga
EjTtl/Tatl Esery:
unt
180kal/Kcal
110kKcal
25ilKcl
LaatTtalTatalFt
%AKG
Sarted F
EletlCholetrel
12
18%
mg
tTtlTetalCera
140mg
9%
2-2150
SKIPPY",,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image68_jpeg.rf.d48652047907a822b17dfa4c5f640dc1.jpg,image68_jpeg.rf.d48652047907a822b17dfa4c5f640dc1.jpg,"mA,B1，B2,B6,AsamFolatB12,D,danE)Peria Sik
Natrium Askorbat (Vtamin C), Telur Bubuk (0 01%), Ekstrak Mat
(0.01%]). Mengandung alergen, Mat daftar bahan, yang dcatak tebal.
t:SNCFo145%
B1,B2,B6,Folic Acid.B12.D,and E).S
Synihetic Ftavor,Sodium
Ascobate(Vitamin C).Egg Powder (0 01%)Mal Powder(0 01%)
Allergen information:ContainsGluten、MilkSoy.Egg.
INFORMASLNILAIGIZI/NUTRITION FACTS
TagruSaj/ServngSize:32g(1bungkus/1sacha)
li Siyuin per KenasawServings per Contarne
JUMLAHPERSAJUANIAMOUNTPERSERVNG
EtergiTotalTotalEnergy
140kkal/kcal
i.nergidanLemar/EnergyfromFat
30Mkalikcal
39
emakTotal/TotaiFal
Kilestetovhulgslered
lenakJonuh/SaturatedFat
15%
Proleln/Protoin
34
KarbohidratTotal
25
Tota1 Carbohydrate
egstPananDielryFiber
14g
19
Garam [Natrum)/Salt (Sedum]
GulaiSugar
179 ma
11
Viltanyn dan MineraVVitamin andMner
ViamnAVtaminA
Viamin CMitamin C
VraminS1vsaminB1
VitaminB2/MtaminB2
VitaminBeNh8s
AsamFotabFolgAod
ViaminB12AiamanB12
VitamnDvitamn D
VitaminEVtaminE
Kalsium/Calcium
MAYORA
nutrltlon
Layana koa suen/Consurne- iry.
YTIEANINAFKAGEMESTA",179.0,140.0,,,
